Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,5/2/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Estonia,EST,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.727288856,0.713459623,0.648882677,0.608366501,0.624472836,0.634496458,0.639899117,0.61787715,0.603442413,0.487711753,0.444847211,0.397601261,0.381123628,0.436825303,0.415129083,0.447011964,0.447090323,0.446903931,0.484425168,0.476406072,0.46911762,0.47959138,0.4930223,0.509119991,,
Ethiopia,ETH,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.485197292,0.493467467,0.488729739,0.476738474,0.479538632,0.470723568,0.462307516,0.454611597,0.453096371,0.440963084,0.436652748,0.431426715,0.419015369,0.408141378,0.399179275,0.392193645,0.387539375,0.383347389,0.378864249,0.368638525,0.354371482,0.33928566,0.32387917,0.303652937,0.290438735,0.275398836,0.259810233,0.24703962,0.234615907,0.223555393,0.213764924,0.206204458,0.186800819,0.179177319,0.173443043,0.167812952,0.162357763,0.158454248,0.154702841,0.150291571,0.144664528,0.139764432,0.150637236,0.165683063,0.167124821,0.169890716,0.173307767,0.163563355,0.163294449,0.166072481,0.168725678,0.166002873,0.15933568,0.155278843,0.151382205,,
European Union,EUU,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.323725239,0.320058693,0.315872238,0.311040942,0.306500347,0.301387757,0.297837612,0.293985505,0.291315136,0.287089118,0.279619017,0.276664252,0.273426654,0.27168985,0.269187307,0.267203743,0.266039051,0.265561217,0.263894502,0.262667661,0.261411034,0.260667712,0.258914521,0.25911681,0.258524579,0.257860245,0.257595829,0.255665707,0.25258768,0.251187923,0.248780754,0.254359044,0.253682575,0.251032737,0.247340705,0.247896289,0.247607679,0.245003047,0.24308568,0.237318565,0.231419583,0.229101618,0.226080665,0.225329098,0.223198852,0.221775562,0.217701592,0.218147809,0.217208818,0.214577631,0.214591721,0.2149605,0.213127748,0.212171686,0.210728048,,
Fragile and conflict affected situations,FCS,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.561437105,0.551891967,0.542501248,0.532890511,0.521187275,0.506550659,0.496257892,0.483611165,0.474977833,0.464931111,0.454474393,0.444543747,0.4307815,0.422511595,0.409528279,0.401524194,0.390135462,0.380971799,0.371200968,0.361871158,0.354149336,0.347057707,0.338774183,0.333522084,0.327013765,0.32055022,0.313973453,0.307233572,0.298975884,0.29108318,0.284932748,0.276820289,0.28035379,0.272461505,0.269175074,0.269755257,0.263678043,0.257742874,0.251506374,0.244136812,0.240872348,0.238700446,0.240752269,0.234233438,0.236540528,0.230850813,0.227521723,0.222030463,0.219297528,0.216115533,0.214561879,0.209649926,0.2060964,0.201404798,0.196918582,,
Finland,FIN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.597331767,0.596489814,0.595913302,0.595707241,0.596113006,0.596699011,0.595430402,0.593346675,0.564797022,0.55862538,0.553476012,0.530793548,0.521444013,0.521343443,0.520392916,0.520963826,0.51037139,0.507119579,0.503600444,0.495654912,0.490149509,0.481610165,0.476009347,0.469027529,0.464035987,0.459440676,0.462113374,0.454141035,0.455384982,0.455014819,0.458679549,0.453074896,0.449151052,0.451955483,0.419653118,0.414356474,0.413554132,0.4205299,0.421471485,0.422722498,0.422763419,0.424008931,0.424667956,0.424756492,0.426317017,0.429241353,0.426700601,0.425170404,0.422992052,0.420408729,0.417666369,0.415425203,0.408919185,0.408458317,0.409213854,,
Fiji,FJI,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.218589435,0.211112086,0.197153651,0.190920191,0.174612995,0.170052317,0.161914112,0.134297603,0.131460705,0.128715211,0.126034375,0.128957617,0.126329391,0.123808783,0.130073969,0.136165577,0.142078932,0.147699579,0.144802088,0.14167539,0.145939427,0.14965624,0.153197226,0.157060737,0.16861961,0.167003457,0.180124008,0.193659853,0.207003908,0.219590793,0.232503437,0.241762935,0.238402386,0.235089144,0.232108916,0.229452526,0.227026209,0.212416361,0.210788921,0.209560133,0.208789292,0.208412254,0.208173122,0.207734061,0.206858705,0.205460164,0.202440789,0.200393673,0.196721235,0.19187162,0.190292543,0.188874491,0.187560744,0.186271035,0.184946685,,
France,FRA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.413238548,0.40586331,0.398637972,0.3858085,0.375741343,0.365540863,0.355019898,0.342830593,0.340154761,0.334716406,0.324997393,0.321511484,0.319902613,0.320661197,0.319487145,0.314091145,0.315259191,0.315807816,0.315632369,0.315716536,0.315296217,0.315993596,0.314639765,0.315366699,0.315569742,0.315021045,0.316043513,0.307988974,0.304384282,0.303947129,0.304499826,0.303254561,0.3051055,0.305023706,0.305215324,0.304670385,0.304680153,0.304355038,0.303373482,0.30132403,0.299000463,0.297248129,0.29488045,0.292927689,0.290879848,0.288252152,0.285649449,0.28378568,0.282136208,0.281430134,0.279669788,0.278430685,0.277365088,0.27638412,0.277357726,,
Faroe Islands,FRO,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.085433575,0.084340737,0.083300939,0.082295496,0.081300813,0.080355708,0.079432324,0.078534031,0.077627698,0.076759717,0.075878291,0.074983129,0.074099689,0.073251129,0.072451518,0.071688014,0.070963927,0.070269131,0.069603954,0.068943329,0.068310677,0.067709391,0.067114094,0.066486415,0.065828451,0.065108405,0.064348684,0.063671286,0.063203135,0.063033155,0.063215121,0.063692915,0.06432247,0.064864865,0.06516073,0.065135264,0.064863462,0.064405324,0.063915461,0.063481315,0.063123343,0.062802236,0.062533873,0.062314355,0.062131097,0.06200525,0.061922061,0.061874807,0.061833996,0.061791967,0.061718236,0.06164468,0.061542249,0.061422546,0.061268253,,
"Micronesia, Fed. Sts.",FSM,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0253039,0.024651672,0.024053726,0.02357223,0.023243706,0.023074651,0.02304105,0.023097249,0.023187653,0.023270534,0.023328512,0.023368199,0.023404733,0.023457219,0.023541376,0.023655426,0.02379185,0.023928483,0.019238169,0.019302038,0.019329648,0.019323111,0.019286031,0.019227996,0.019151035,,
Gabon,GAB,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.178512279,0.196153046,0.21306887,0.229099886,0.244126412,0.258037404,0.270844656,0.282748956,0.294062701,0.305023741,0.315755711,0.326198821,0.336203874,0.345533818,0.357079093,0.388688853,0.402195723,0.41310894,0.404759864,0.397718467,0.387914718,0.378167972,0.368481842,0.358874027,0.349361812,0.339965792,0.330724412,0.321701066,0.312964726,0.309804959,0.30156723,0.293627,0.285990166,0.278653358,0.299225604,0.291743043,0.284507723,0.277487483,0.270658984,0.263986835,0.257474892,0.251079836,0.244702013,0.23823399,0.23162567,0.224937779,0.218239006,0.21153194,0.204820659,0.198145359,0.19150304,0.184993656,0.17883959,0.173267445,0.168378515,,
United Kingdom,GBR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.135890152,0.135887324,0.135601118,0.136185185,0.135037044,0.134020147,0.133027323,0.131801774,0.129198663,0.127588669,0.127593594,0.127108222,0.125901941,0.1256803,0.122168115,0.122642922,0.123163729,0.123424048,0.121411025,0.122846423,0.122608389,0.122758889,0.122468511,0.122682485,0.123606841,0.122438763,0.122090664,0.120959114,0.117420921,0.115638064,0.114358063,0.11382345,0.105529215,0.102150245,0.102311259,0.104836166,0.109196375,0.10691239,0.1008308,0.09977499,0.095585779,0.097455842,0.094873929,0.097002887,0.0948491,0.100153139,0.099229543,0.097157288,0.0971317,0.095114637,0.095828386,0.097519164,0.097701128,0.096474155,0.092293952,,
Georgia,GEO,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163127116,0.161878194,0.163526411,0.162864385,0.169190442,0.173227999,0.176498117,0.177428411,0.179480796,0.181242021,0.183383062,0.186468263,0.10647821,0.112171838,0.111702128,0.113424792,0.113895782,0.113122172,0.105705553,0.103845161,0.104575163,0.119438559,0.122618728,0.120524064,,
Ghana,GHA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.247577419,0.23992783,0.23276728,0.226265754,0.220477167,0.215435524,0.210985022,0.206786992,0.202444891,0.19774379,0.192584958,0.187151025,0.181816023,0.177004493,0.183086714,0.179578493,0.176645675,0.183495116,0.180081524,0.175892897,0.170900117,0.182797756,0.176542911,0.186822393,0.188735213,0.183146046,0.185440599,0.187668532,0.182662851,0.184574242,0.186176229,0.18106741,0.176140155,0.171461737,0.178992626,0.186202315,0.204443094,0.210683961,0.208360258,0.208566959,0.209045545,0.209841922,0.204677685,0.190598391,0.185683703,0.189929873,0.189425544,0.193144321,0.192437773,0.188478313,0.187884656,0.182644505,0.178393503,0.174315773,0.170395914,,
Gibraltar,GIB,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.968722376,0.953486961,0.93212304,0.910627105,0.889162583,0.867083714,0.845038357,0.82397916,0.804994617,0.788905556,0.775122894,0.763362153,0.753175036,0.74421045,0.735477077,0.727131475,0.718884052,0.709772651,0.698888375,0.685076937,0.668223167,0.648743606,0.627586012,0.606091993,0.584490892,0.563693008,0.543344651,0.522243317,0.498557182,0.472265454,0.443811419,0.415012166,0.388371959,0.365574446,0.347343401,0.321793208,0.299832526,0.280479442,0.254224489,0.24396762,0.245230845,0.261563944,0.26584752,0.268697415,0.283168617,0.278299857,0.27731759,0.276078736,0.26997523,0.268663547,0.262796133,0.265922816,0.268709669,0.262589271,0.256377748,,
"Gambia, The",GMB,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.321178966,0.318103477,0.316136859,0.314279704,0.311828789,0.308687344,0.307441772,0.300815492,0.298303342,0.290642432,0.289008549,0.290808553,0.291919545,0.336292709,0.314736984,0.303872605,0.308073147,0.311712464,0.28368455,0.263084308,0.289409684,0.311627405,0.271820664,0.241048404,0.230844042,0.230892956,0.228820146,0.236047684,0.205416178,0.203968552,0.206425956,0.165353704,0.159665516,0.173606255,0.173509669,0.17324575,0.181710364,0.172273598,0.200766258,0.227301509,0.236128438,0.213520581,0.22153399,0.221654501,0.22503746,0.19650964,0.196866253,0.234172578,0.261045646,0.265934028,0.257678386,0.244156204,0.236645146,0.229423334,0.222493034,,
Guinea-Bissau,GNB,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.37695596,0.373034229,0.36915672,0.364928932,0.360119038,0.354736793,0.363791869,0.357415869,0.350832978,0.344184753,0.337346611,0.330415784,0.330565399,0.331623198,0.327565609,0.325190396,0.32411656,0.323400909,0.321781991,0.318410097,0.315528289,0.324258888,0.327825475,0.32501856,0.322398108,0.271259708,0.254340479,0.238158846,0.242787197,0.246967242,0.24104401,0.2352277,0.248032049,0.251450104,0.246235672,0.232947388,0.228866509,0.216682015,0.229358925,0.241307112,0.23668415,0.216463101,0.204359364,0.207354417,0.202775416,0.198206374,0.193643246,0.189081745,0.184520326,0.192816927,0.187951789,0.183134642,0.178412663,0.173838066,0.169441172,,
Equatorial Guinea,GNQ,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.424797352,0.437945085,0.450115905,0.445742788,0.436199513,0.438799725,0.425981461,0.414795937,0.408185924,0.407810384,0.430940179,0.444315327,0.462598881,0.482507256,0.500487012,0.515476181,0.52700495,0.531729963,0.526149637,0.509154999,0.481369162,0.447324141,0.413387392,0.384517549,0.362221925,0.345722613,0.333185536,0.323121051,0.313905027,0.30455949,0.295036131,0.28562138,0.276237224,0.266863735,0.257491518,0.248092077,0.23869153,0.229409201,0.22036214,0.211615062,0.203200565,0.195075982,0.187155113,0.179355617,0.171658632,0.164096453,0.156753609,0.149697496,0.131997083,0.126169168,0.120689135,0.115540929,0.110727052,0.106248849,0.10209386,,
Greece,GRC,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.332696281,0.338887434,0.360511225,0.352626172,0.349810937,0.347703895,0.347762482,0.349282929,0.343905296,0.342325305,0.338691859,0.335822356,0.331164914,0.328943625,0.321448828,0.314317899,0.30810619,0.309969534,0.306757526,0.301062846,0.300636733,0.299095573,0.294517097,0.295276754,0.290911287,0.288847043,0.286982925,0.285245078,0.28673379,0.284305103,0.277812043,0.275409482,0.271404146,0.269763249,0.267085697,0.264874444,0.261601374,0.259689162,0.256650949,0.253659884,0.250411245,0.249219824,0.248168249,0.239978655,0.240186091,0.234475056,0.232339799,0.23073088,0.229314496,0.230817489,0.229808484,0.229968082,0.228449776,0.204178817,0.205528514,,
Grenada,GRD,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.054788516,0.054097917,0.053561864,0.053154168,0.05286474,0.052700922,0.052653194,0.052704811,0.052808348,0.052951518,0.05308701,0.04258309,0.04272135,0.04294057,0.043267567,0.043745967,0.044353766,0.03368024,0.033872279,0.033705972,0.033122819,0.032226531,0.031254884,0.030475726,0.030028227,0.029957161,0.020124774,0.02039526,0.02064644,0.020772099,0.020735273,0.020576555,0.020344845,0.020119712,0.009974565,0.009921029,0.009889045,0.009870791,0.00985785,0.009840679,0.019636913,0.019588639,0.01953602,0.019482544,0.019427095,0.019368772,0.019307628,0.019243722,0.028764286,0.028659591,0.028551035,0.028441141,0.028326205,0.028206093,0.02808384,,
Greenland,GRL,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,0.007518797,0.007476636,0.007393715,0.00729927,0.007233273,0.008992806,0.009009009,0.01084991,0.010869565,0.010810811,0.010752688,0.012522361,0.0125,0.012477718,0.012477718,0.014234875,0.014196983,0.015898532,0.01585484,0.015814166,0.0158075,0.015852327,0.015913712,0.015977844,0.015979262,0.015815833,0.015820004,0.015842281,0.015933998,0.01598721,0.016038778,,
Guatemala,GTM,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.253681671,0.246402026,0.239364075,0.232531593,0.225885863,0.219422786,0.215090893,0.208975989,0.201262023,0.195667147,0.190295616,0.188502461,0.188384691,0.18664136,0.181854129,0.181839837,0.184760482,0.180273572,0.175763371,0.174367701,0.170763015,0.16982766,0.165658444,0.161633302,0.157765842,0.154053917,0.150478498,0.147015999,0.143639028,0.140330985,0.137083517,0.133902674,0.133216725,0.133106613,0.1301822,0.12783335,0.125830828,0.123950229,0.12206685,0.119734853,0.11782024,0.116718629,0.155034071,0.125030037,0.106902643,0.11241316,0.115034095,0.094599841,0.088049852,0.081752967,0.075699119,0.069881218,0.064291244,0.058642669,0.057456027,,
Guam,GUM,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.029380656,0.028733981,0.028056,0.027378133,0.026727248,0.026107275,0.025508903,0.024932371,0.024378352,0.023844439,0.023330145,0.022834439,0.022355361,0.021887346,0.021424287,0.020967657,0.020517661,0.020074275,0.019637878,0.019206207,0.018781988,0.018364461,0.017952999,0.017549864,0.017156779,0.01677402,0.016404334,0.016041966,0.015683568,0.015327785,0.014974768,0.014631434,0.01430431,0.014005406,0.013739944,0.013508037,0.013306454,0.01313396,0.012990978,0.012875896,0.012787642,0.01272467,0.012681182,0.012650301,0.012626103,0.012606525,0.006295049,0.006287924,0.006280184,0.006271794,0.006262603,0.006251055,0.006235386,0.006212453,0.006180584,,
Guyana,GUY,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.593951201,0.57728626,0.562181263,0.548722652,0.536918517,0.534219385,0.525248161,0.517382598,0.510244414,0.510686107,0.504424928,0.498650872,0.495947479,0.490616618,0.488039676,0.52115035,0.553497791,0.585619218,0.618354302,0.615263929,0.614021173,0.614403146,0.616215717,0.61917987,0.623024655,0.627895021,0.633658347,0.639376821,0.643720706,0.64576105,0.644910781,0.641596292,0.637040733,0.632959799,0.630507914,0.630036188,0.631155409,0.633285485,0.635527581,0.597370772,0.598195046,0.598496577,0.598518069,0.598681305,0.559294543,0.560298079,0.561595681,0.562765806,0.563234468,0.562583383,0.560672807,0.557701526,0.554030506,0.550175336,0.546509237,,
High income,HIC,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.51829034,0.509313515,0.507186428,0.501250314,0.495673807,0.491037403,0.485705295,0.48854897,0.492916123,0.486310306,0.476866676,0.470055717,0.464051298,0.460768975,0.45598561,0.451891757,0.447343613,0.448294883,0.445964234,0.442565914,0.437810763,0.43685565,0.431604089,0.431542255,0.428734793,0.425477428,0.42059556,0.417187674,0.414628813,0.411245317,0.404541939,0.402468532,0.394742026,0.390864526,0.37860526,0.369667535,0.369169784,0.369666786,0.366514195,0.36237643,0.359958564,0.351590241,0.345993489,0.340324972,0.336980091,0.328231561,0.322230416,0.319737939,0.315006104,0.30660523,0.30575312,0.306815359,0.301528197,0.302437765,0.29800725,,
"Hong Kong SAR, China",HKG,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.004103406,0.003933196,0.00380017,0.003424071,0.003335279,0.003305876,0.00322338,0.003155653,0.00310567,0.003031068,0.002719205,0.002667572,0.002593361,0.002512678,0.002017214,0.001992032,0.001745315,0.00171398,0.001622817,0.001382552,0.001350465,0.001329661,0.001309611,0.001296801,0.001282944,0.00126706,0.001254368,0.00124387,0.001055186,0.001051801,0.001043115,0.001034394,0.001016777,0.000994135,0.000974643,0.000932328,0.000770499,0.000764094,0.00075683,0.000750188,0.000744679,0.000741389,0.000742854,0.000737083,0.00073387,0.000583337,0.000578344,0.000574894,0.000573658,0.000498277,0.000494937,0.00043356,0.000431821,0.000428799,0.000425164,,
Honduras,HND,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.617723562,0.605385285,0.590966691,0.575865827,0.561804937,0.548283983,0.534906898,0.520164781,0.503503864,0.489571934,0.47639044,0.474651757,0.464130274,0.452397872,0.448107531,0.442303942,0.448277353,0.434920407,0.4188787,0.40344878,0.390462486,0.377430186,0.36389804,0.352356153,0.339858857,0.329013156,0.31727481,0.306007171,0.300365361,0.295035969,0.29255183,0.288690424,0.311735653,0.29715675,0.280256736,0.27267232,0.252119713,0.245477005,0.23091851,0.163696149,0.159568245,0.155613517,0.151837813,0.145749264,0.142403196,0.139231332,0.136222602,0.129308297,0.126944286,0.12446951,0.122132286,0.119920345,0.117813043,0.115787829,0.113828754,,
Heavily indebted poor countries (HIPC),HPC,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.59815944,0.588731007,0.584893439,0.575143022,0.565963616,0.554556413,0.543331322,0.537065636,0.527210411,0.514827492,0.505772107,0.495831313,0.482970302,0.468401541,0.459527364,0.451089033,0.440164495,0.43429566,0.423960417,0.413951346,0.402731468,0.394376345,0.386463891,0.378088549,0.372918118,0.363924711,0.353758039,0.346146815,0.337755253,0.332146233,0.325517327,0.318838155,0.315145894,0.306783575,0.305474732,0.303667018,0.297646928,0.290611516,0.284763143,0.275989023,0.271401279,0.267931608,0.271386828,0.266599467,0.266120313,0.2596129,0.257182156,0.257854191,0.25575699,0.252000613,0.24897511,0.246364055,0.240639537,0.233911219,0.227533481,,
Croatia,HRV,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27114094,0.22887931,0.237419355,0.239237524,0.219403649,0.215004374,0.241946234,0.234519104,0.190239494,0.192117117,0.193243243,0.194594595,0.190808741,0.196533093,0.198423423,0.192064923,0.19409143,0.196045317,0.204718161,0.209478903,0.21239313,0.205936101,0.191865353,0.200803882,,
Haiti,HTI,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.22823153,0.223736282,0.219312674,0.214969522,0.210716922,0.206541206,0.202450551,0.198489976,0.194712138,0.191137912,0.187767765,0.157488065,0.154818203,0.152141149,0.149405965,0.146995797,0.14415645,0.143104851,0.140129846,0.13711065,0.134051229,0.130976495,0.127938233,0.12499341,0.122176719,0.119493659,0.116931572,0.114481163,0.112128574,0.109863302,0.10768437,0.10559126,0.10357596,0.104235736,0.102304328,0.10043245,0.110947416,0.108978852,0.10708679,0.105273008,0.103536734,0.101870651,0.100261214,0.098693106,0.09715651,0.095648452,0.109868389,0.103039362,0.104165588,0.110004213,0.104484412,0.097189191,0.102571221,0.101206284,0.099896733,,
Hungary,HUN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.51788152,0.516014436,0.514970985,0.515126976,0.515277246,0.513329219,0.510443588,0.507711966,0.504916969,0.502325905,0.500022329,0.497860795,0.496163028,0.489468179,0.486503281,0.481946945,0.476238283,0.472258686,0.470565067,0.469325249,0.469666859,0.468822903,0.469621346,0.471218151,0.472921,0.474386872,0.475654687,0.476573038,0.481982011,0.487180051,0.487400467,0.457309679,0.458410761,0.459135358,0.465293473,0.46657831,0.468393815,0.469387536,0.470328292,0.450691712,0.452119327,0.453408577,0.453820663,0.454925654,0.456128715,0.456442371,0.456652791,0.456755741,0.457463844,0.43919899,0.440746122,0.443229793,0.445058476,0.446360339,0.44825637,,
IBRD only,IBD,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.283779611,0.280584782,0.276313755,0.270975572,0.265793531,0.260526567,0.255497989,0.251246472,0.246828635,0.241306984,0.236534173,0.232154705,0.228198437,0.224524047,0.219831452,0.216155464,0.212672434,0.208920552,0.205858723,0.20071612,0.197675352,0.196414194,0.194412554,0.193937196,0.193340148,0.19074432,0.187893036,0.184482007,0.181557486,0.178993301,0.176762562,0.220690123,0.216716783,0.212895249,0.21061915,0.206755635,0.204351029,0.201402898,0.198524677,0.194944507,0.191935193,0.18944008,0.187965398,0.187299158,0.185585134,0.182776172,0.18073586,0.178935646,0.177408881,0.175196379,0.174132294,0.172718602,0.172544117,0.171882121,0.173241982,,
IDA & IBRD total,IBT,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.324001224,0.320284936,0.31649792,0.311091908,0.306406552,0.298947801,0.293801665,0.288497298,0.284678387,0.277233412,0.270656849,0.264065732,0.261018376,0.254493564,0.248922642,0.24453427,0.238404924,0.233889788,0.229561737,0.224866847,0.219633755,0.218189306,0.214650247,0.214278747,0.21351683,0.211026295,0.207715466,0.203676146,0.200337071,0.197133709,0.194761333,0.228241,0.224403997,0.22040531,0.21842273,0.214692215,0.211950373,0.20869053,0.205777946,0.201697026,0.198198666,0.19568005,0.194675901,0.19330703,0.191709995,0.188830943,0.186697562,0.184855535,0.182431817,0.180307225,0.1792269,0.177821117,0.176647426,0.175128391,0.175194843,,
IDA total,IDA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.511587959,0.504256368,0.502628792,0.496659423,0.49396924,0.476291576,0.470313274,0.459877933,0.458642605,0.442261948,0.427368276,0.410480587,0.411360391,0.391392685,0.381205831,0.372796555,0.353854634,0.345036797,0.334225815,0.330624242,0.31500693,0.312055126,0.301211726,0.300545933,0.298346072,0.295574432,0.289659317,0.282340469,0.276593995,0.270075701,0.266360458,0.258968075,0.255199731,0.250130924,0.248945985,0.245373042,0.240994156,0.236227299,0.232870111,0.22661447,0.221026583,0.218135414,0.21851807,0.214381152,0.212922311,0.209573563,0.206832144,0.20462015,0.198988732,0.196934381,0.19558618,0.193998819,0.189492638,0.185161363,0.181152941,,
IDA blend,IDB,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.575321997,0.570755667,0.576031257,0.575519311,0.585896377,0.554983406,0.557772115,0.541704744,0.557644927,0.52512079,0.499278407,0.457917816,0.484555936,0.441739334,0.427083563,0.413685677,0.372746614,0.354519134,0.338494818,0.343934904,0.313180165,0.318645046,0.299899517,0.311898046,0.313831044,0.318911972,0.314723545,0.302350578,0.297372171,0.285936097,0.285977911,0.27733872,0.270812976,0.268538468,0.268723141,0.261787906,0.257837774,0.254093589,0.252375168,0.246057015,0.235555503,0.232873455,0.230377014,0.223817135,0.221019202,0.218996885,0.213831109,0.205916093,0.191662052,0.189633489,0.189804774,0.187924667,0.181649862,0.177390076,0.173346539,,
Indonesia,IDN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.199693282,0.194472644,0.189362728,0.184354397,0.179445703,0.174643079,0.16995979,0.165408393,0.161001658,0.156746937,0.152643275,0.1486872,0.144878196,0.14121498,0.137694564,0.134317643,0.131078666,0.127962823,0.124953561,0.12204187,0.119222005,0.11650013,0.113892087,0.111546749,0.118173083,0.119820412,0.123275686,0.120890796,0.117037664,0.111625633,0.097938435,0.096396535,0.094976138,0.088303261,0.088049296,0.089743217,0.091210977,0.090902222,0.094433434,0.09690819,0.09416964,0.092323016,0.10159368,0.110305832,0.101211785,0.093544066,0.094425002,0.096121568,0.098604299,0.097309908,0.095642172,0.094421789,0.093242031,0.092109502,0.091028074,,
IDA only,IDX,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.483004599,0.474457029,0.469757827,0.461371444,0.452874473,0.441157602,0.431317808,0.423433562,0.414566151,0.40535152,0.395284953,0.389264762,0.378519638,0.368716648,0.360452296,0.354210454,0.34522269,0.340680826,0.332254103,0.324443903,0.315859429,0.308965041,0.301829803,0.295176439,0.290993505,0.284453671,0.277677319,0.272750018,0.266619718,0.26245896,0.256949446,0.249526059,0.24723658,0.240766074,0.238907434,0.237055243,0.23247034,0.227197577,0.22302958,0.216823355,0.213726014,0.210747436,0.212587548,0.209672154,0.208887952,0.204883176,0.203357224,0.203975393,0.202635415,0.200573368,0.198472414,0.197034293,0.193416325,0.189053423,0.185065882,,
Isle of Man,IMN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.517802034,0.5163369,0.506147541,0.489967808,0.48662771,0.454465318,0.443224989,0.428136854,0.41562454,0.393324312,0.376206701,0.367428351,0.359240069,0.359730628,0.35139043,0.350830741,0.348290285,0.346120565,0.346787858,0.349325738,0.34623859,0.344985837,0.342738722,0.340870901,0.336544596,0.329439952,0.320284698,0.310385029,0.301240577,0.293735112,0.288005094,0.283555236,0.279947169,0.276433012,0.272584558,0.268347745,0.263867135,0.259139936,0.254336224,0.249469361,0.244562247,0.250439962,0.235563838,0.240241037,0.233978822,0.363522896,0.354059722,0.347365472,0.322975102,0.316964732,0.309191545,0.264108297,0.267030837,0.267586875,0.278956798,,
India,IND,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.339820527,0.334934595,0.329760789,0.323563085,0.317892803,0.312085556,0.307926667,0.302035606,0.29542844,0.290040159,0.282142352,0.276463267,0.271548059,0.266042224,0.260482137,0.254898089,0.249135633,0.245286912,0.240035551,0.233722521,0.22845026,0.223665097,0.217862244,0.214090974,0.209219615,0.204470465,0.199812011,0.195170862,0.191812446,0.187855086,0.183752158,0.179583013,0.175947865,0.172494446,0.168572515,0.164497003,0.162021394,0.158871185,0.155600675,0.152822621,0.149629784,0.147211372,0.144219299,0.141795513,0.139359669,0.136544787,0.133953135,0.131976284,0.130056728,0.127547898,0.125861502,0.123941281,0.122357754,0.120927369,0.119523719,,
